DELIVERY ZIPCODE,LOCALE NAME,PHYSICAL CITY,PHYSICAL STATE
18615,FALLS,FALLS,PA
18615,PITTSTON,PITTSTON,PA
18616,DUSHORE,DUSHORE,PA
18616,FORKSVILLE,FORKSVILLE,PA
18617,GLEN LYON,GLEN LYON,PA
18617,NANTICOKE,NANTICOKE,PA
18618,HARVEYS LAKE,HARVEYS LAKE,PA
18619,DUSHORE,DUSHORE,PA
18619,HILLSGROVE,HILLSGROVE,PA
18621,HUNLOCK CREEK,HUNLOCK CREEK,PA
18621,PLYMOUTH,PLYMOUTH,PA
18622,HUNTINGTON MILLS,HUNTINGTON MILLS,PA
18622,SHICKSHINNY,SHICKSHINNY,PA
18623,LACEYVILLE,LACEYVILLE,PA
18624,LAKE HARMONY,LAKE HARMONY,PA
18625,LAKE WINOLA,LAKE WINOLA,PA
18626,LAPORTE,LAPORTE,PA
18627,LEHMAN,LEHMAN,PA
18628,DUSHORE,DUSHORE,PA
18628,LOPEZ,LOPEZ,PA
18629,MEHOOPANY,MEHOOPANY,PA
18629,MESHOPPEN,MESHOPPEN,PA
18630,MESHOPPEN,MESHOPPEN,PA
18631,MIFFLINVILLE,MIFFLINVILLE,PA
18632,DUSHORE,DUSHORE,PA
18632,MILDRED,MILDRED,PA
18634,NANTICOKE,NANTICOKE,PA
18635,NESCOPECK,NESCOPECK,PA
18636,HARVEYS LAKE,HARVEYS LAKE,PA
18640,PITTSTON,PITTSTON,PA
18641,DURYEA,DURYEA,PA
18641,PITTSTON,PITTSTON,PA
18642,DURYEA,DURYEA,PA
18642,PITTSTON,PITTSTON,PA
18643,PITTSTON,PITTSTON,PA
18643,WEST PITTSTON,WEST PITTSTON,PA
18644,PITTSTON,PITTSTON,PA
18644,WYOMING,WYOMING,PA
18651,PLYMOUTH,PLYMOUTH,PA
18653,RANSOM,RANSOM,PA
18654,HARVEYS LAKE,HARVEYS LAKE,PA
18655,SHICKSHINNY,SHICKSHINNY,PA
18656,DALLAS,DALLAS,PA
18656,SWEET VALLEY,SWEET VALLEY,PA
18657,TUNKHANNOCK,TUNKHANNOCK,PA
18660,BERWICK,BERWICK,PA
18660,WAPWALLOPEN,WAPWALLOPEN,PA
18661,WHITE HAVEN,WHITE HAVEN,PA
18701,WILKES BARRE PA S&DC,WILKES BARRE,PA
18702,WILKES BARRE PA S&DC,WILKES BARRE,PA
18703,WILKES BARRE PA S&DC,WILKES BARRE,PA
18704,KINGSTON,KINGSTON,PA
18704,WILKES BARRE PA S&DC,WILKES BARRE,PA
18705,PLAINS,PLAINS,PA
18705,WILKES BARRE PA S&DC,WILKES BARRE,PA
18706,WILKES BARRE PA S&DC,WILKES BARRE,PA
18707,MOUNTAIN TOP,MOUNTAIN TOP,PA
18707,WILKES BARRE PA S&DC,WILKES BARRE,PA
18708,SHAVERTOWN,SHAVERTOWN,PA
18708,WILKES BARRE PA S&DC,WILKES BARRE,PA
18709,LUZERNE,LUZERNE,PA
18709,WILKES BARRE PA S&DC,WILKES BARRE,PA
18710,WILKES BARRE PA S&DC,WILKES BARRE,PA
18773,WILKES BARRE PA S&DC,WILKES BARRE,PA
18801,MONTROSE,MONTROSE,PA
18810,ATHENS,ATHENS,PA
18810,SAYRE,SAYRE,PA
18812,BRACKNEY,BRACKNEY,PA
18812,MONTROSE,MONTROSE,PA
18813,BROOKLYN,BROOKLYN,PA
18814,BURLINGTON,BURLINGTON,PA
18816,DIMOCK,DIMOCK,PA
18817,EAST SMITHFIELD,EAST SMITHFIELD,PA
18817,TOWANDA,TOWANDA,PA
18818,FRIENDSVILLE,FRIENDSVILLE,PA
18821,GREAT BEND,GREAT BEND,PA
18821,HALLSTEAD,HALLSTEAD,PA
18822,HALLSTEAD,HALLSTEAD,PA
18823,KINGSLEY,KINGSLEY,PA
18823,MONTROSE,MONTROSE,PA
18824,HOP BOTTOM,HOP BOTTOM,PA
18824,NICHOLSON,NICHOLSON,PA
18825,JACKSON,JACKSON,PA
18825,SUSQUEHANNA,SUSQUEHANNA,PA
18826,KINGSLEY,KINGSLEY,PA
18826,MONTROSE,MONTROSE,PA
18828,LAWTON,LAWTON,PA
18828,ROME,ROME,PA
18829,LE RAYSVILLE,LE RAYSVILLE,PA
18829,WYALUSING,WYALUSING,PA
18830,LITTLE MEADOWS,LITTLE MEADOWS,PA
18831,MILAN,MILAN,PA
18831,TOWANDA,TOWANDA,PA
18832,MONROETON,MONROETON,PA
18832,TOWANDA,TOWANDA,PA
18833,NEW ALBANY,NEW ALBANY,PA
18833,TOWANDA,TOWANDA,PA
18834,NEW MILFORD,NEW MILFORD,PA
18837,ROME,ROME,PA
18840,SAYRE,SAYRE,PA
18842,SOUTH GIBSON,SOUTH GIBSON,PA
18842,SUSQUEHANNA,SUSQUEHANNA,PA
18843,SOUTH MONTROSE,SOUTH MONTROSE,PA
18844,MONTROSE,MONTROSE,PA
18844,SPRINGVILLE,SPRINGVILLE,PA
18845,STEVENSVILLE,STEVENSVILLE,PA
18845,WYALUSING,WYALUSING,PA
18846,SUGAR RUN,SUGAR RUN,PA
18846,WYALUSING,WYALUSING,PA
18847,SUSQUEHANNA,SUSQUEHANNA,PA
18848,TOWANDA,TOWANDA,PA
18850,TOWANDA,TOWANDA,PA
18850,ULSTER,ULSTER,PA
18851,ROME,ROME,PA
18851,WARREN CENTER,WARREN CENTER,PA
18853,WYALUSING,WYALUSING,PA
18854,WYSOX,WYSOX,PA
18901,DOYLESTOWN,DOYLESTOWN,PA
18901,NEW BRITAIN,DOYLESTOWN,PA
18902,DOYLESTOWN,DOYLESTOWN,PA
18910,BEDMINSTER,BEDMINSTER,PA
18911,BLOOMING GLEN,BLOOMING GLEN,PA
18912,BUCKINGHAM,BUCKINGHAM,PA
18913,CARVERSVILLE,CARVERSVILLE,PA
18914,CHALFONT,CHALFONT,PA
18915,COLMAR,COLMAR,PA
18916,DOYLESTOWN,DOYLESTOWN,PA
18917,DUBLIN,DUBLIN,PA
18918,EARLINGTON,EARLINGTON,PA
18920,ERWINNA,ERWINNA,PA
18921,FERNDALE,FERNDALE,PA
18922,FOREST GROVE,FOREST GROVE,PA
18923,FOUNTAINVILLE,FOUNTAINVILLE,PA
18925,FURLONG,FURLONG,PA
18927,HILLTOWN,HILLTOWN,PA
18928,HOLICONG,HOLICONG,PA
18929,JAMISON,JAMISON,PA
18930,KINTNERSVILLE,KINTNERSVILLE,PA
18931,LAHASKA,LAHASKA,PA
18932,COLMAR,COLMAR,PA
18932,LINE LEXINGTON,LINE LEXINGTON,PA
18933,POINT PLEASANT,POINT PLEASANT,PA
18934,MECHANICSVILLE,MECHANICSVILLE,PA
18935,MILFORD SQUARE,MILFORD SQUARE,PA
18936,MONTGOMERYVILLE,MONTGOMERYVILLE,PA
18938,NEW HOPE,NEW HOPE,PA
18940,NEWTOWN,NEWTOWN,PA
18942,OTTSVILLE,OTTSVILLE,PA
18943,PENNS PARK,PENNS PARK,PA
18944,PERKASIE,PERKASIE,PA
18946,PINEVILLE,PINEVILLE,PA
18947,PIPERSVILLE,PIPERSVILLE,PA
18949,PLUMSTEADVILLE,PLUMSTEADVILLE,PA
18950,POINT PLEASANT,POINT PLEASANT,PA
18951,QUAKERTOWN,QUAKERTOWN,PA
18953,REVERE,REVERE,PA
18954,RICHBORO,RICHBORO,PA
18954,SOUTHAMPTON,SOUTHAMPTON,PA
18955,RICHLANDTOWN,RICHLANDTOWN,PA
18956,RUSHLAND,RUSHLAND,PA
18957,SALFORD,SALFORD,PA
18958,SALFORDVILLE,SALFORDVILLE,PA
18960,SELLERSVILLE,SELLERSVILLE,PA
18962,SILVERDALE,SILVERDALE,PA
18963,SOLEBURY,SOLEBURY,PA
18964,TELFORD,TELFORD,PA
18966,SOUTHAMPTON,SOUTHAMPTON,PA
18968,SPINNERSTOWN,SPINNERSTOWN,PA
18969,TELFORD,TELFORD,PA
18970,TRUMBAUERSVILLE,TRUMBAUERSVILLE,PA
18971,TYLERSPORT,TYLERSPORT,PA
18972,UPPER BLACK EDDY,UPPER BLACK EDDY,PA
18974,WARMINSTER,WARMINSTER,PA
18974,YORK ROAD,WARMINSTER,PA
18976,WARRINGTON,WARRINGTON,PA
18977,WASHINGTON CROSSING,WASHINGTON CROSSING,PA
18979,WOXALL,WOXALL,PA
18980,WYCOMBE,WYCOMBE,PA
18981,ZIONHILL,ZIONHILL,PA
19001,ABINGTON,ABINGTON,PA
19001,ROSLYN,ABINGTON,PA
19002,AMBLER,AMBLER,PA
19003,ARDMORE,ARDMORE,PA
19004,BALA CYNWYD,BALA CYNWYD,PA
19006,HUNTINGDON VALLEY,HUNTINGDON VALLEY,PA
19007,BRISTOL,BRISTOL,PA
19008,BROOMALL,BROOMALL,PA
19009,BRYN ATHYN,BRYN ATHYN,PA
19010,BRYN MAWR,BRYN MAWR,PA
19010,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19012,CHELTENHAM,CHELTENHAM,PA
19012,ELKINS PARK,ELKINS PARK,PA
19013,CHESTER,CHESTER,PA
19014,ASTON,ASTON,PA
19014,CHESTER,CHESTER,PA
19015,BROOKHAVEN,BROOKHAVEN,PA
19015,CHESTER,CHESTER,PA
19016,CHESTER,CHESTER,PA
19017,CHESTER HEIGHTS,CHESTER HEIGHTS,PA
19018,CLIFTON HEIGHTS,CLIFTON HEIGHTS,PA
19018,PRIMOS SECANE,SECANE,PA
19020,BENSALEM,BENSALEM,PA
19021,BENSALEM,BENSALEM,PA
19021,CROYDON,CROYDON,PA
19022,CHESTER,CHESTER,PA
19023,DARBY,DARBY,PA
19023,SHARON HILL,SHARON HILL,PA
19025,FORT WASHINGTON,FORT WASHINGTON,PA
19026,DREXEL HILL,DREXEL HILL,PA
19026,PILGRIM GARDENS,DREXEL HILL,PA
19027,ELKINS PARK,ELKINS PARK,PA
19028,EDGEMONT,EDGEMONT,PA
19029,ESSINGTON,ESSINGTON,PA
19029,NORWOOD,NORWOOD,PA
19030,FAIRLESS HILLS,FAIRLESS HILLS,PA
19030,LEVITTOWN,LEVITTOWN,PA
19031,FLOURTOWN,FLOURTOWN,PA
19031,FORT WASHINGTON,FORT WASHINGTON,PA
19032,FOLCROFT,FOLCROFT,PA
19032,SHARON HILL,SHARON HILL,PA
19033,FOLSOM,FOLSOM,PA
19033,GLENOLDEN,GLENOLDEN,PA
19034,FORT WASHINGTON,FORT WASHINGTON,PA
19035,GLADWYNE,GLADWYNE,PA
19035,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19036,GLENOLDEN,GLENOLDEN,PA
19037,GLEN RIDDLE LIMA,MEDIA,PA
19038,GLENSIDE,GLENSIDE,PA
19039,GRADYVILLE,GRADYVILLE,PA
19040,HATBORO,HATBORO,PA
19041,ARDMORE,ARDMORE,PA
19041,HAVERFORD,HAVERFORD,PA
19043,HOLMES,HOLMES,PA
19043,NORWOOD,NORWOOD,PA
19044,AMBLER,AMBLER,PA
19044,HORSHAM,HORSHAM,PA
19046,FOXCROFT SQUARE,JENKINTOWN,PA
19046,JENKINTOWN,JENKINTOWN,PA
19046,RYDAL,JENKINTOWN,PA
19047,LANGHORNE,LANGHORNE,PA
19047,PENNDEL,PENNDEL,PA
19050,LANSDOWNE,LANSDOWNE,PA
19050,YEADON,LANSDOWNE,PA
19052,LENNI,LENNI,PA
19053,FEASTERVILLE TREVOSE,FEASTERVILLE TREVOSE,PA
19053,LANGHORNE,LANGHORNE,PA
19054,LEVITTOWN,LEVITTOWN,PA
19055,LEVITTOWN,LEVITTOWN,PA
19056,LEVITTOWN,LEVITTOWN,PA
19057,LEVITTOWN,LEVITTOWN,PA
19058,LEVITTOWN,LEVITTOWN,PA
19060,LINWOOD,MARCUS HOOK,PA
19061,BOOTHWYN,UPPER CHICHESTER,PA
19061,LINWOOD,MARCUS HOOK,PA
19061,MARCUS HOOK,MARCUS HOOK,PA
19063,ELWYN,MEDIA,PA
19063,MEDIA,MEDIA,PA
19064,LANSDOWNE,LANSDOWNE,PA
19064,SPRINGFIELD,SPRINGFIELD,PA
19065,MOYLAN,MEDIA,PA
19066,BALA CYNWYD,BALA CYNWYD,PA
19066,MERION STATION,MERION STATION,PA
19067,MORRISVILLE,MORRISVILLE,PA
19067,YARDLEY,YARDLEY,PA
19070,MORTON,MORTON,PA
19072,NARBERTH,NARBERTH,PA
19073,NEWTOWN SQ CARRIER ANNEX,NEWTOWN SQUARE,PA
19073,NEWTOWN SQUARE,NEWTOWN SQUARE,PA
19074,NORWOOD,NORWOOD,PA
19075,FORT WASHINGTON,FORT WASHINGTON,PA
19075,ORELAND,ORELAND,PA
19076,PROSPECT PARK,PROSPECT PARK,PA
19078,RIDLEY PARK,RIDLEY PARK,PA
19079,SHARON HILL,SHARON HILL,PA
19081,SWARTHMORE,SWARTHMORE,PA
19082,UPPER DARBY,UPPER DARBY,PA
19083,HAVERTOWN,HAVERTOWN,PA
19085,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19085,VILLANOVA,VILLANOVA,PA
19086,CHESTER,CHESTER,PA
19086,WALLINGFORD,WALLINGFORD,PA
19087,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19087,WAYNE,WAYNE,PA
19090,WILLOW GROVE,WILLOW GROVE,PA
19094,RIDLEY PARK,RIDLEY PARK,PA
19094,WOODLYN,WOODLYN,PA
19095,JENKINTOWN,JENKINTOWN,PA
19095,WYNCOTE,WYNCOTE,PA
19096,HAVERTOWN,HAVERTOWN,PA
19096,WYNNEWOOD,WYNNEWOOD,PA
19101,PHILADELPHIA,PHILADELPHIA,PA
19102,PENN CENTER,PHILADELPHIA,PA
19102,PHILADELPHIA,PHILADELPHIA,PA
19103,MIDDLE CITY,PHILADELPHIA,PA
19103,PHILADELPHIA,PHILADELPHIA,PA
19104,PHILADELPHIA,PHILADELPHIA,PA
19104,UNIVERSITY CITY,PHILADELPHIA,PA
19105,WILLIAM PENN RETAIL,PHILADELPHIA,PA
19106,PHILADELPHIA,PHILADELPHIA,PA
19106,WILLIAM PENN RETAIL,PHILADELPHIA,PA
19107,PHILADELPHIA,PHILADELPHIA,PA
19107,WILLIAM PENN RETAIL,PHILADELPHIA,PA
19110,LAND TITLE BLDG,PHILADELPHIA,PA
19111,FOX CHASE,PHILADELPHIA,PA
19112,POINT BREEZE,PHILADELPHIA,PA
19113,NORWOOD,NORWOOD,PA
19114,TORRESDALE,PHILADELPHIA,PA
19115,BUSTLETON,PHILADELPHIA,PA
19116,BUSTLETON,PHILADELPHIA,PA
19116,SOMERTON POSTAL STORE,PHILADELPHIA,PA
19118,CHESTNUT HILL,PHILADELPHIA,PA
19118,MARKET SQUARE,PHILADELPHIA,PA
19119,GERMANTOWN,PHILADELPHIA,PA
19119,MOUNT AIRY POSTAL STORE,PHILADELPHIA,PA
19120,HUNTING PARK,PHILADELPHIA,PA
19120,OLNEY RETAIL,PHILADELPHIA,PA
19121,NORTH PHILADELPHIA,PHILADELPHIA,PA
19122,SPRING GARDEN,PHILADELPHIA,PA
19123,SPRING GARDEN,PHILADELPHIA,PA
19124,FRANKFORD,PHILADELPHIA,PA
19125,KENSINGTON,PHILADELPHIA,PA
19126,LOGAN,PHILADELPHIA,PA
19127,MANAYUNK,PHILADELPHIA,PA
19128,ROXBOROUGH,PHILADELPHIA,PA
19129,EAST FALLS,PHILADELPHIA,PA
19130,FAIRMOUNT,PHILADELPHIA,PA
19130,FAIRMOUNT FINANCE,PHILADELPHIA,PA
19131,WEST PARK,PHILADELPHIA,PA
19132,NORTH PHILADELPHIA,PHILADELPHIA,PA
19133,FAIRHILL,PHILADELPHIA,PA
19133,NORTH PHILADELPHIA,PHILADELPHIA,PA
19134,RICHMOND,PHILADELPHIA,PA
19135,TACONY,PHILADELPHIA,PA
19136,HOLMESBURG POSTAL STORE,PHILADELPHIA,PA
19136,MAYFAIR,PHILADELPHIA,PA
19136,TORRESDALE,PHILADELPHIA,PA
19137,BRIDESBURG,PHILADELPHIA,PA
19137,FRANKFORD,PHILADELPHIA,PA
19138,EAST GERMANTOWN,PHILADELPHIA,PA
19139,WEST MARKET,PHILADELPHIA,PA
19140,HUNTING PARK,PHILADELPHIA,PA
19140,NICETOWN FINANCE,PHILADELPHIA,PA
19141,LOGAN,PHILADELPHIA,PA
19142,PASCHALL,PHILADELPHIA,PA
19143,KINGSESSING,PHILADELPHIA,PA
19144,GERMANTOWN,PHILADELPHIA,PA
19145,POINT BREEZE,PHILADELPHIA,PA
19145,POINT BREEZE POSTAL STORE,PHILADELPHIA,PA
19146,PASCHALL,PHILADELPHIA,PA
19146,SCHUYLKILL,PHILADELPHIA,PA
19147,PENNS LANDING,PHILADELPHIA,PA
19147,SOUTHWARK,PHILADELPHIA,PA
19148,CASTLE,PHILADELPHIA,PA
19148,SNYDER PLAZA,PHILADELPHIA,PA
19148,SOUTHWARK,PHILADELPHIA,PA
19149,BOULEVARD,PHILADELPHIA,PA
19149,ROOSEVELT MALL,PHILADELPHIA,PA
19150,MARKET SQUARE,PHILADELPHIA,PA
19151,OVERBROOK,PHILADELPHIA,PA
19152,BUSTLETON,PHILADELPHIA,PA
19153,PASCHALL,PHILADELPHIA,PA
19154,TORRESDALE,PHILADELPHIA,PA
19155,HOLMESBURG POSTAL STORE,PHILADELPHIA,PA
19160,HUNTING PARK,PHILADELPHIA,PA
19176,PHILADELPHIA,PHILADELPHIA,PA
19301,PAOLI,PAOLI,PA
19301,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19310,ATGLEN,ATGLEN,PA
19311,AVONDALE,AVONDALE,PA
19312,BERWYN,BERWYN,PA
19312,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19316,BRANDAMORE,BRANDAMORE,PA
19317,CHADDS FORD,CHADDS FORD,PA
19318,WEST GROVE,WEST GROVE,PA
19319,CHEYNEY,CHEYNEY,PA
19319,GLEN MILLS CARRIER ANNEX,GLEN MILLS,PA
19320,COATESVILLE,COATESVILLE,PA
19330,COCHRANVILLE,COCHRANVILLE,PA
19331,GLEN MILLS CARRIER ANNEX,GLEN MILLS,PA
19333,DEVON,DEVON,PA
19333,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19335,DOWNINGTOWN,DOWNINGTOWN,PA
19341,EXTON,EXTON,PA
19342,GLEN MILLS,GLEN MILLS,PA
19342,GLEN MILLS CARRIER ANNEX,GLEN MILLS,PA
19343,GLENMOORE,GLENMOORE,PA
19344,HONEY BROOK,HONEY BROOK,PA
19346,KELTON,KELTON,PA
19347,KEMBLESVILLE,KEMBLESVILLE,PA
19348,KENNETT SQUARE,KENNETT SQUARE,PA
19350,LANDENBERG,LANDENBERG,PA
19351,LEWISVILLE,LEWISVILLE,PA
19352,LINCOLN UNIVERSITY,LINCOLN UNIVERSITY,PA
19353,CPU LIONVILLE,EXTON,PA
19354,LYNDELL,LYNDELL,PA
19355,FRAZER,MALVERN,PA
19355,MALVERN,MALVERN,PA
19357,MENDENHALL,MENDENHALL,PA
19358,MODENA,MODENA,PA
19360,KEMBLESVILLE,KEMBLESVILLE,PA
19362,NOTTINGHAM,NOTTINGHAM,PA
19363,OXFORD,OXFORD,PA
19365,PARKESBURG,PARKESBURG,PA
19366,POCOPSON,POCOPSON,PA
19367,POMEROY,POMEROY,PA
19369,SADSBURYVILLE,SADSBURYVILLE,PA
19372,DOWNINGTOWN,DOWNINGTOWN,PA
19372,THORNDALE,THORNDALE,PA
19373,GLEN MILLS CARRIER ANNEX,GLEN MILLS,PA
19373,THORNTON,THORNTON,PA
19374,TOUGHKENAMON,TOUGHKENAMON,PA
19375,UNIONVILLE,UNIONVILLE,PA
19376,WAGONTOWN,WAGONTOWN,PA
19380,GAY STREET,WEST CHESTER,PA
19380,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19381,GAY STREET,WEST CHESTER,PA
19382,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19390,WEST GROVE,WEST GROVE,PA
19395,WESTTOWN,WESTTOWN,PA
19398,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19399,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19401,CONSHOHOCKEN CARRIER ANNEX,CONSHOHOCKEN,PA
19403,EAGLEVILLE CARRIER ANNEX,NORRISTOWN,PA
19404,NORRISTOWN,NORRISTOWN,PA
19405,BRIDGEPORT,BRIDGEPORT,PA
19405,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19406,KING OF PRUSSIA,KING OF PRUSSIA,PA
19406,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19407,AUDUBON,AUDUBON,PA
19408,EAGLEVILLE,NORRISTOWN,PA
19409,FAIRVIEW VILLAGE,FAIRVIEW VILLAGE,PA
19421,BIRCHRUNVILLE,BIRCHRUNVILLE,PA
19422,BLUE BELL,BLUE BELL,PA
19423,SKIPPACK,SKIPPACK,PA
19425,CHESTER SPRINGS,CHESTER SPRINGS,PA
19426,COLLEGEVILLE,COLLEGEVILLE,PA
19428,CONSHOHOCKEN,CONSHOHOCKEN,PA
19428,CONSHOHOCKEN CARRIER ANNEX,CONSHOHOCKEN,PA
19430,CREAMERY,CREAMERY,PA
19432,DEVAULT,DEVAULT,PA
19435,FREDERICK,FREDERICK,PA
19436,NORTH WALES,NORTH WALES,PA
19436,SPRING HOUSE,SPRING HOUSE,PA
19437,GWYNEDD VALLEY,GWYNEDD VALLEY,PA
19438,HARLEYSVILLE,HARLEYSVILLE,PA
19440,HATFIELD,HATFIELD,PA
19442,KIMBERTON,KIMBERTON,PA
19443,KULPSVILLE,KULPSVILLE,PA
19444,CONSHOHOCKEN CARRIER ANNEX,CONSHOHOCKEN,PA
19444,LAFAYETTE HILL,LAFAYETTE HILL,PA
19446,LANSDALE,LANSDALE,PA
19450,LEDERACH,LEDERACH,PA
19451,HARLEYSVILLE,HARLEYSVILLE,PA
19453,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19454,NORTH WALES,NORTH WALES,PA
19456,OAKS,OAKS,PA
19457,PARKER FORD,PARKER FORD,PA
19460,PHOENIXVILLE,PHOENIXVILLE,PA
19460,SOUTHEASTERN PA S&DC,SOUTHEASTERN,PA
19462,BLUE BELL,BLUE BELL,PA
19462,PLYMOUTH MEETING,PLYMOUTH MEETING,PA
19464,POTTSTOWN,POTTSTOWN,PA
19464,STOWE,POTTSTOWN,PA
19465,POTTSTOWN,POTTSTOWN,PA
19468,LIMERICK,ROYERSFORD,PA
19468,ROYERSFORD,ROYERSFORD,PA
19470,SAINT PETERS,SAINT PETERS,PA
19472,SASSAMANSVILLE,SASSAMANSVILLE,PA
19473,COLLEGEVILLE,COLLEGEVILLE,PA
19473,SCHWENKSVILLE,SCHWENKSVILLE,PA
19474,SKIPPACK,SKIPPACK,PA
19475,SPRING CITY,SPRING CITY,PA
19477,NORTH WALES,NORTH WALES,PA
19477,SPRING HOUSE,SPRING HOUSE,PA
19478,ZIEGLERVILLE,ZIEGLERVILLE,PA
19480,UWCHLAND,UWCHLAND,PA
19481,VALLEY FORGE,VALLEY FORGE,PA
19482,VALLEY FORGE,VALLEY FORGE,PA
19484,KING OF PRUSSIA,KING OF PRUSSIA,PA
19486,WEST POINT,WEST POINT,PA
19490,WORCESTER,WORCESTER,PA
19492,ZIEGLERVILLE,ZIEGLERVILLE,PA
19501,ADAMSTOWN,ADAMSTOWN,PA
19503,BALLY,BALLY,PA
19504,BARTO,BARTO,PA
19505,BECHTELSVILLE,BECHTELSVILLE,PA
19506,BERNVILLE,BERNVILLE,PA
19507,BETHEL,BETHEL,PA
19508,BIRDSBORO,BIRDSBORO,PA
19510,BLANDON,BLANDON,PA
19511,BOWERS,BOWERS,PA
19512,BOYERTOWN,BOYERTOWN,PA
19516,CENTERPORT,CENTERPORT,PA
19518,DOUGLASSVILLE,DOUGLASSVILLE,PA
19520,ELVERSON,ELVERSON,PA
19522,FLEETWOOD,FLEETWOOD,PA
19523,GEIGERTOWN,GEIGERTOWN,PA
19525,GILBERTSVILLE,GILBERTSVILLE,PA
19526,HAMBURG,HAMBURG,PA
19529,KEMPTON,KEMPTON,PA
19530,KUTZTOWN,KUTZTOWN,PA
19533,LEESPORT,LEESPORT,PA
19534,HAMBURG,HAMBURG,PA
19534,LENHARTSVILLE,LENHARTSVILLE,PA
19535,OLEY,OLEY,PA
19536,LYON STATION,LYON STATION,PA
19538,MAXATAWNY,MAXATAWNY,PA
19539,MERTZTOWN,MERTZTOWN,PA
19540,MOHNTON,MOHNTON,PA
19541,MOHRSVILLE,MOHRSVILLE,PA
19543,MORGANTOWN,MORGANTOWN,PA
19544,MOUNT AETNA,MOUNT AETNA,PA
19545,NEW BERLINVILLE,NEW BERLINVILLE,PA
19547,OLEY,OLEY,PA
19548,PINE FORGE,PINE FORGE,PA
19549,PORT CLINTON,PORT CLINTON,PA
19550,REHRERSBURG,REHRERSBURG,PA
19551,ROBESONIA,ROBESONIA,PA
19554,SHARTLESVILLE,SHARTLESVILLE,PA
19555,SHOEMAKERSVILLE,SHOEMAKERSVILLE,PA
19559,STRAUSSTOWN,STRAUSSTOWN,PA
19560,TEMPLE,TEMPLE,PA
19562,TOPTON,TOPTON,PA
19564,VIRGINVILLE,VIRGINVILLE,PA
19565,WERNERSVILLE,WERNERSVILLE,PA
19567,WOMELSDORF,WOMELSDORF,PA
19601,READING PA SDC,READING,PA
19602,READING STATION,READING,PA
19603,READING PA SDC,READING,PA
19604,READING PA SDC,READING,PA
19605,READING PA SDC,READING,PA
19606,READING STATION,READING,PA
19607,SHILLINGTON,READING,PA
19608,SINKING SPRING,READING,PA
19608,WYOMISSING,READING,PA
19609,WYOMISSING,READING,PA
19610,READING PA SDC,READING,PA
19610,WYOMISSING,READING,PA
19611,READING PA SDC,READING,PA
19612,READING PA SDC,READING,PA
19701,BEAR,BEAR,DE
19702,NEWARK CARRIER ANNEX,BEAR,DE
19703,CLAYMONT,CLAYMONT,DE
19703,EDGEMOOR,WILMINGTON,DE
19706,DELAWARE CITY,DELAWARE CITY,DE
19707,HOCKESSIN,HOCKESSIN,DE
19708,KIRKWOOD,KIRKWOOD,DE
19709,MIDDLETOWN,MIDDLETOWN,DE
19710,MONTCHANIN,MONTCHANIN,DE
19711,CPU ZINGOS,NEWARK,DE
19711,NEWARK,NEWARK,DE
19713,NEWARK,NEWARK,DE
19714,NEWARK,NEWARK,DE
19715,FEDERAL,NEWARK,DE
19717,NEWARK,NEWARK,DE
19720,CENTERPOINT,HISTORIC NEW CASTLE,DE
19720,MANOR,NEW CASTLE,DE
19720,NEW CASTLE,NEW CASTLE,DE
19730,ODESSA,ODESSA,DE
19731,PORT PENN,PORT PENN,DE
19732,ROCKLAND,ROCKLAND,DE
19733,SAINT GEORGES,SAINT GEORGES,DE
19734,MIDDLETOWN,MIDDLETOWN,DE
19734,TOWNSEND,TOWNSEND,DE
19736,HOCKESSIN,HOCKESSIN,DE
19736,YORKLYN,YORKLYN,DE
19801,RODNEY SQ,WILMINGTON,DE
19802,EDGEMOOR,WILMINGTON,DE
19803,TALLEYVILLE,WILMINGTON,DE
19803,TALLEYVILLE CARRIER ANNEX,WILMINGTON,DE
19804,NEWPORT,WILMINGTON,DE
19805,LANCASTER AVE,WILMINGTON,DE
19806,LANCASTER AVE,WILMINGTON,DE
19807,GREENVILLE,WILMINGTON,DE
19807,LANCASTER AVE,WILMINGTON,DE
19808,MARSHALLTON,WILMINGTON,DE
19809,EDGEMOOR,WILMINGTON,DE
19810,EDGEMOOR,WILMINGTON,DE
19850,WILMINGTON BOX,HISTORIC NEW CASTLE,DE
19880,WILMINGTON BOX,HISTORIC NEW CASTLE,DE
19899,RODNEY SQ,WILMINGTON,DE
19901,DOVER,DOVER,DE
19902,DOVER AFB,DOVER AFB,DE
19903,DOVER,DOVER,DE
